,loss,accuracy,val_loss,val_accuracy
0,0.6785164475440979,0.568148136138916,0.6438340544700623,0.6100000143051147
1,0.6323623657226562,0.6529629826545715,0.5883200764656067,0.7166666388511658
2,0.588809609413147,0.6855555772781372,0.5732877850532532,0.699999988079071
3,0.5617131590843201,0.70333331823349,0.520369827747345,0.7566666603088379
4,0.5380058884620667,0.7240740656852722,0.512322723865509,0.7599999904632568
5,0.5242415070533752,0.7485185265541077,0.5224345326423645,0.7566666603088379
6,0.5145352482795715,0.7570370435714722,0.47455552220344543,0.7933333516120911
7,0.49373364448547363,0.7599999904632568,0.6248892545700073,0.7066666483879089
8,0.4803735315799713,0.7688888907432556,0.5018320083618164,0.7699999809265137
9,0.46970638632774353,0.7825925946235657,0.44327977299690247,0.8133333325386047
10,0.4533446431159973,0.7951852083206177,0.5663321614265442,0.746666669845581
11,0.4531906843185425,0.7937036752700806,0.4362080991268158,0.79666668176651
12,0.4464217722415924,0.7888888716697693,0.4178449213504791,0.8133333325386047
13,0.4279065728187561,0.7985185384750366,0.4042901396751404,0.8433333039283752
14,0.4240838289260864,0.8059259057044983,0.38304123282432556,0.8233333230018616
15,0.4219096302986145,0.8088889122009277,0.41054224967956543,0.8033333420753479
16,0.41118308901786804,0.8118518590927124,0.3720892071723938,0.846666693687439
17,0.41220128536224365,0.8122222423553467,0.46313679218292236,0.8199999928474426
18,0.40828096866607666,0.8125925660133362,0.5440223217010498,0.7699999809265137
19,0.40828752517700195,0.8103703856468201,0.4376298487186432,0.8033333420753479
20,0.3945194482803345,0.8229629397392273,0.36968496441841125,0.8500000238418579
21,0.3994412422180176,0.8155555725097656,0.4325511157512665,0.8199999928474426
22,0.3759145736694336,0.8403703570365906,0.39014506340026855,0.8166666626930237
23,0.38467496633529663,0.8296296000480652,0.36739832162857056,0.8566666841506958
24,0.3827669322490692,0.8296296000480652,0.33307287096977234,0.8500000238418579
25,0.37082329392433167,0.8270370364189148,0.41398870944976807,0.8366666436195374
26,0.364492803812027,0.8396296501159668,0.3989649713039398,0.8333333134651184
27,0.36320483684539795,0.8418518304824829,0.32437992095947266,0.8500000238418579
28,0.36334526538848877,0.838518500328064,0.3926912546157837,0.8299999833106995
29,0.3583752512931824,0.8451851606369019,0.4482382833957672,0.7933333516120911
30,0.350198358297348,0.8470370173454285,0.39106956124305725,0.8233333230018616
31,0.37329915165901184,0.8337036967277527,0.3331845998764038,0.8500000238418579
32,0.3420508801937103,0.8455555438995361,0.338233083486557,0.8433333039283752
