,Optimizer,Fully Connected,Activation,Blocks,Node,AVG Train,AVG Valid,AVG Test,Time
0,sgd,2,tanh,1,256,0.6855555574099222,0.6766666571299235,0.6955555478731791,369.0178577899933
1,sgd,2,tanh,1,512,0.7022222280502319,0.6874074141184489,0.7077777783075968,364.75961899757385
2,sgd,2,tanh,2,256,0.7394444545110067,0.7225925922393799,0.7522222201029459,366.9705448150635
3,sgd,2,tanh,2,512,0.7446296413739523,0.7214814821879069,0.7477777798970541,366.82643842697144
4,sgd,2,tanh,3,256,0.657962958017985,0.6555555462837219,0.6588888963063558,365.9844434261322
5,sgd,2,tanh,3,512,0.689814825852712,0.6699999968210856,0.6844444473584493,363.16201281547546
